postcode,longitude,latitude
832,131.0117,-12.4876
834,131.0284,-12.519
835,131.0415,-12.5231
836,131.0957,-12.5253
837,131.1132,-12.8937
838,131.01,-12.6968
839,131.0415,-12.5231
840,130.3513,-12.7176
841,130.9697,-12.8193
845,131.0307,-13.0505
846,131.1056,-13.2379
847,131.8329,-13.8208
850,132.1748,-14.4555
851,132.2635,-14.4652
852,130.8419,-16.4526
853,132.3793,-14.5312
854,133.1577,-14.8923
860,134.1871,-19.6548
861,133.8833,-23.7
862,133.8208,-19.4362
870,133.8836,-23.6975
871,133.8833,-23.7
872,135.2259,-21.657
873,133.5021,-23.5298
880,136.7784,-12.1816
881,136.7784,-12.1816
885,136.4213,-13.8541
886,132.836,-12.6705
906,130.8859,-12.4292
907,130.8859,-12.4292
909,130.8681,-12.3731
4825,145.8436,-20.1386
4000,153.0281,-27.4679
4001,153.0281,-27.4679
4002,153.0426,-27.454
4003,153.0426,-27.454
4004,153.0231,-27.4614
4005,153.05,-27.4667
4006,153.0443,-27.4436
4007,153.0629,-27.439
4008,153.1167,-27.428
4009,153.0906,-27.4306
4010,153.0379,-27.4301
4011,153.0582,-27.4189
4012,153.0617,-27.4025
4013,153.0667,-27.4
4014,153.1037,-27.3462
4017,153.0572,-27.2958
4018,153.0444,-27.3426
4019,153.1043,-27.2561
4020,153.1013,-27.2073
4021,153.0835,-27.2259
4022,153.0468,-27.2143
4025,153.3743,-27.1794
4029,153.2931,-27.1962
4030,153.042,-27.4224
4031,153.0297,-27.4029
4032,153.0159,-27.3838
4034,153.0231,-27.3475
4035,152.9833,-27.35
4036,153.0086,-27.3211
4037,152.9599,-27.3392
4051,152.9747,-27.4283
4053,152.9713,-27.3891
4054,152.958,-27.3981
4055,152.9348,-27.4008
4059,153.0021,-27.4525
4060,152.992,-27.4455
4061,152.9386,-27.4419
4064,153.0031,-27.4704
4065,152.9792,-27.461
4066,152.9833,-27.4833
4067,153.0004,-27.4982
4068,152.9752,-27.5133
4069,152.8667,-27.4667
4070,152.8619,-27.5378
4072,153.0135,-27.4978
4073,152.959,-27.5507
4074,152.9334,-27.5655
4075,152.9807,-27.5247
4076,152.9667,-27.5667
4077,152.9819,-27.6
4078,152.9439,-27.6153
4101,153.0205,-27.4803
4102,153.0365,-27.4886
4103,153.0286,-27.5094
4104,153.0164,-27.5157
4105,153.0167,-27.5333
4106,153.0022,-27.547
4107,153.0325,-27.5514
4108,153.0278,-27.5202
4109,153.0665,-27.5649
4110,153.0074,-27.5972
4111,153.0623,-27.5589
4112,153.0937,-27.6068
4113,153.1,-27.5833
4114,153.1111,-27.6463
4115,153.0324,-27.6128
4116,153.0661,-27.6221
4117,153.0789,-27.6585
4118,153.0038,-27.6633
4119,153.1113,-27.6089
4120,153.0495,-27.5082
4121,153.0605,-27.5262
4122,153.0845,-27.5613
4123,153.1333,-27.5667
4124,152.8844,-27.7936
4125,153.0332,-27.7271
4127,153.129,-27.6118
4128,153.1775,-27.6498
4129,153.2,-27.7
4130,153.2167,-27.6667
4131,153.1333,-27.6667
4132,153.0973,-27.6734
4133,153.1332,-27.6906
4151,153.0583,-27.4932
4152,153.1024,-27.5058
4153,153.1167,-27.5
4154,153.1793,-27.4881
4155,153.1491,-27.514
4156,153.1206,-27.5435
4157,153.2004,-27.5844
4158,153.1982,-27.4878
4159,153.2167,-27.4833
4160,153.25,-27.4833
4161,153.2289,-27.5322
4163,153.2652,-27.5268
4164,153.2648,-27.5575
4165,153.2333,-27.6333
4169,153.044,-27.481
4170,153.0625,-27.4792
4171,153.0638,-27.4595
4172,153.0981,-27.4629
4173,153.127,-27.4736
4174,153.1317,-27.4478
4178,153.1677,-27.4191
4179,153.1858,-27.4692
4183,153.4627,-27.4332
4184,153.363,-27.651
4205,153.1667,-27.6833
4207,153.1999,-27.8618
4208,153.2567,-27.7965
4209,153.2631,-27.845
4210,153.2287,-27.8755
4211,153.192,-28.1214
4212,153.3327,-27.9183
4213,153.35,-28.05
4214,153.3607,-27.9741
4215,153.398,-27.9672
4216,153.4207,-27.8329
4217,153.4266,-27.9788
4218,153.4334,-28.0278
4219,153.4333,-28.1167
4220,153.4416,-28.0717
4221,153.4493,-28.1358
4222,153.4442,-28.1235
4223,153.45,-28.1407
4224,153.5,-28.15
4225,153.5347,-28.1694
4226,153.3933,-28.0707
4227,153.3964,-28.1124
4228,153.4333,-28.15
4229,153.4123,-28.0779
4230,153.3842,-28.0757
4270,153.1333,-27.8833
4271,153.1994,-27.9193
4272,153.1994,-27.9695
4275,153.1642,-27.9973
4280,153.0274,-27.8312
4285,152.9977,-27.8916
4287,152.8641,-28.2108
4300,152.9132,-27.6113
4301,152.8596,-27.6461
4303,152.8333,-27.6
4304,152.7948,-27.6039
4305,152.726,-27.8365
4306,152.7616,-27.3362
4307,152.65,-27.7667
4309,152.5667,-28.0167
4310,152.5944,-28.0707
4311,152.5762,-27.4655
4312,152.5497,-27.1214
4313,152.4833,-27.0833
4340,152.5895,-27.6335
4341,152.4333,-27.4833
4342,152.4,-27.5333
4343,152.3892,-27.4869
4344,152.959,-27.5507
4345,152.337,-27.5546
4346,152.597,-27.5661
4347,152.2167,-27.5934
4350,151.7545,-27.6081
4352,151.7663,-27.6692
4353,151.8833,-27.2167
4354,151.85,-27.2167
4355,152.5355,-27.6235
4356,151.5667,-27.5833
4357,151.1706,-27.9222
4358,151.8603,-27.7145
4359,152.1,-27.8333
4360,151.9011,-27.8616
4361,152.0458,-27.8701
4362,152.05,-28.05
4363,151.7167,-27.6833
4364,151.4456,-27.7607
4365,151.5821,-28.011
4370,152.0454,-28.2562
4371,152.2467,-28.2241
4372,152.2472,-28.2927
4373,152.4167,-28.2833
4374,151.9674,-28.4871
4375,151.9167,-28.5333
4376,151.9486,-28.5506
4378,151.9601,-28.6193
4381,151.8637,-28.774
4382,151.8552,-28.829
4384,151.1824,-28.721
4387,150.9333,-28.5
4388,150.7513,-28.5725
4390,150.1831,-28.4958
4400,151.8141,-27.4756
4401,151.7167,-27.35
4402,151.95,-26.9333
4403,151.6046,-27.2835
4404,151.4118,-27.3959
4405,151.011,-27.2552
4406,151.4362,-27.0627
4407,143.0534,-13.1617
4408,151.451,-26.9354
4410,151.1124,-26.7841
4411,150.9229,-26.9323
4412,150.7916,-26.8452
4413,150.6226,-26.7809
4415,150.1489,-26.5727
4416,150.0054,-26.9843
4417,150.4009,-26.631
4418,150.0493,-26.2593
4419,142.77,-14.9895
4420,151.9833,-27.9333
4421,150.4568,-27.2761
4422,149.5667,-27.8833
4423,149.681,-27.254
4424,149.9762,-26.6431
4425,149.7612,-26.6452
4426,149.626,-26.6452
4427,149.3821,-26.6115
4428,149.2272,-26.6506
4454,148.1783,-25.5572
4455,148.5434,-26.276
4461,148.3919,-26.5896
4462,148.1833,-26.55
4465,147.9038,-26.4924
4467,147.5418,-26.4491
4468,147.1167,-26.4167
4470,145.9547,-26.2694
4471,145.9577,-27.3726
4472,145.463,-24.4233
4474,144.6008,-25.9073
4475,145.0167,-26.6333
4477,146.5845,-25.7962
4478,146.2575,-24.8819
4479,145.4644,-26.6426
4480,144.2695,-26.6135
4481,141.8981,-25.4211
4482,140.1157,-25.592
4486,147.7948,-28.9733
4487,148.6099,-27.9476
4488,147.4572,-28.2776
4489,145.9805,-27.2478
4490,145.6844,-28.0677
4491,145.0471,-28.1599
4492,148.7972,-28.375
4493,144.407,-28.9963
4494,149.6555,-28.4294
4496,149.4681,-28.4858
4497,148.8683,-28.6379
4498,149.5801,-28.332
4500,152.9839,-27.3211
4501,152.9833,-27.2833
4502,152.9833,-27.2667
4503,153.0105,-27.2673
4504,152.9592,-27.2034
4505,152.9576,-27.1575
4506,152.873,-27.1491
4507,153.1594,-27.0837
4508,153.0263,-27.1935
4509,153.0208,-27.2243
4510,152.9511,-27.0846
4511,153.0986,-27.0861
4512,152.8654,-27.0391
4514,152.8,-26.9833
4515,152.5404,-27.0321
4516,152.95,-27.0167
4517,152.9554,-26.957
4518,152.9532,-26.8976
4519,152.9614,-26.8588
4520,152.85,-27.3
4521,152.805,-27.0767
4550,152.961,-26.8067
4551,153.1426,-26.8017
4552,152.7666,-26.8224
4553,153.0167,-26.7667
4554,152.9977,-26.731
4555,152.9935,-26.7007
4556,153.025,-26.6916
4557,153.1013,-26.7028
4558,153.0778,-26.6589
4559,152.9695,-26.6605
4560,152.9789,-26.5955
4561,152.9559,-26.5616
4562,152.8212,-26.5085
4563,152.772,-26.4525
4564,153.0778,-26.6181
4565,152.9668,-26.3439
4566,153.0667,-26.4
4567,153.0979,-26.4299
4568,152.85,-26.3333
4569,152.8225,-26.3369
4570,152.7333,-26.4368
4571,152.8773,-26.2709
4572,153.1079,-26.672
4573,153.0914,-26.5658
4574,152.7281,-26.5966
4575,153.1305,-26.7384
4580,153.0058,-25.9133
4581,153.3144,-24.9673
4600,152.3333,-26.0833
4601,152.0546,-26.0802
4605,152.0333,-26.2
4606,151.8724,-26.3177
4608,151.8167,-26.3667
4610,151.75,-26.6833
4611,151.7667,-26.1833
4612,151.7333,-26.1833
4613,151.6294,-26.1139
4614,151.9814,-26.8417
4615,151.7,-26.8333
4620,152.322,-25.6095
4621,152.1251,-25.5783
4625,151.7187,-25.5457
4626,151.2001,-25.5766
4627,151.1215,-25.3717
4630,151.2333,-25.0667
4650,152.7049,-25.5407
4655,152.9131,-25.4155
4659,152.5402,-25.3432
4660,152.5625,-25.1083
4662,152.5938,-25.3453
4670,152.2643,-25.177
4671,151.6471,-25.1792
4673,152.114,-24.7217
4674,151.8441,-24.6171
4676,151.5919,-24.6263
4677,151.5629,-24.3321
4678,151.3874,-24.0633
4680,151.2713,-23.8974
4694,151.1,-23.8
4695,150.9,-23.9
4697,150.8167,-23.7167
4699,150.8608,-23.5831
4700,150.4654,-23.4053
4701,150.5833,-23.4
4702,148.6226,-24.4645
4703,150.6502,-22.8476
4704,150.3667,-23.1333
4705,148.9351,-22.9527
4706,149.65,-22.6167
4707,149.5353,-22.3456
4709,148.3446,-23.0383
4710,150.8268,-23.2568
4711,150.4849,-23.2569
4712,149.6701,-23.7158
4713,149.4566,-24.1306
4714,150.3337,-23.6989
4715,150.515,-24.3959
4716,150.5736,-24.4863
4717,148.8791,-23.5835
4718,149.4083,-24.4746
4719,150.0742,-24.946
4720,148.1578,-23.523
4721,148.1868,-22.1309
4722,148.0885,-24.1148
4723,148.0221,-23.0859
4724,146.6398,-23.6492
4725,147.5842,-23.2086
4726,147.5842,-23.2086
4727,144.5,-23.5
4728,146.1333,-23.6
4730,143.5619,-22.6785
4731,144.4393,-24.2597
4732,144.55,-22.6
4733,143.3667,-21.7167
4735,141.5517,-22.3514
4736,143.0616,-24.8331
4737,149.0333,-21.5833
4738,149.35,-21.7
4739,149.4167,-21.9167
4740,149.0167,-21.0833
4741,148.9,-21.0333
4742,148.4967,-21.746
4743,148.1149,-21.3544
4744,148.0466,-22.0016
4745,148.3492,-22.5882
4746,148.6993,-22.8123
4750,149.1573,-21.0349
4751,149.0122,-21.2174
4753,148.9167,-21.1167
4754,148.8167,-21.1167
4756,148.5333,-21.15
4757,148.5171,-21.203
4798,148.7333,-20.8667
4799,148.6,-20.7167
4800,148.7007,-20.3927
4801,148.8849,-20.0511
4802,148.6976,-20.2768
4803,148.9519,-20.346
4804,147.3333,-21.3833
4805,147.6833,-19.8833
4806,147.4,-19.65
4807,147.4667,-19.6167
4808,147.353,-19.5539
4809,147.05,-19.4667
4810,146.7734,-19.201
4811,146.8249,-19.3173
4812,146.788,-19.2817
4813,146.7836,-19.3366
4814,146.7658,-19.2566
4815,146.7166,-19.3297
4816,146.9167,-19.3833
4817,146.7253,-19.3032
4818,146.5469,-19.2751
4819,146.8244,-19.1409
4820,146.4333,-20.1167
4821,144.2333,-21.75
4822,143.2833,-19.8
4823,141.7413,-20.6558
4824,140.5,-21.2833
4828,138.1201,-19.9215
4829,139.9093,-22.9114
4830,146.0477,-18.1224
4849,146.028,-18.2669
4850,146.1625,-18.6455
4852,146.0235,-17.941
4854,145.9401,-17.921
4855,146.0072,-17.8075
4856,146.0171,-17.7446
4857,146.0097,-17.7435
4858,146.0337,-17.5607
4859,145.9944,-17.5983
4860,145.9143,-17.5563
4861,145.8833,-17.45
4865,145.7804,-17.0996
4868,145.7258,-16.9623
4869,145.7221,-17.0083
4870,145.7663,-16.923
4871,143.199,-13.9456
4872,145.544,-17.2144
4873,145.4286,-16.2254
4874,141.8636,-12.6401
4875,145.4479,-16.913
4876,145.4479,-16.913
4877,145.515,-16.5976
4878,145.7447,-16.8585
4879,145.6845,-16.7822
4880,145.3833,-17.0667
4881,145.6257,-16.8908
4882,145.4833,-17.2333
4883,145.496,-17.3435
4884,145.6284,-17.2998
4885,145.6167,-17.3167
4886,145.5987,-17.4991
4887,145.4,-17.4167
4888,145.4667,-17.5667
4890,141.0772,-17.6718
4891,140.8426,-17.4869
4892,142.9403,-13.4384
4895,145.3473,-15.9522
9000,153.0281,-27.4679
9001,153.0281,-27.4679
9002,153.0281,-27.4679
9005,153.0281,-27.4679
9007,153.0281,-27.4679
9008,153.0281,-27.4679
9009,153.0281,-27.4679
9010,153.0281,-27.4679
9013,153.0281,-27.4679
9015,153.0281,-27.4679
9016,153.0281,-27.4679
9017,153.0281,-27.4679
9018,153.0281,-27.4679
9019,153.0281,-27.4679
9020,153.0281,-27.4679
9021,153.0281,-27.4679
9022,153.0281,-27.4679
9023,153.0281,-27.4679
9464,150.9844,-33.8816
9726,150.9844,-33.8816
9943,149.1655,-21.1534
9944,148.6976,-20.2768
5000,138.5986,-34.9287
5001,138.5986,-34.9287
5005,138.5702,-34.9006
5006,138.5914,-34.9073
5007,138.5333,-34.9
5008,138.5773,-34.8756
5009,138.5529,-34.8791
5010,138.5724,-34.8626
5011,138.5465,-34.887
5012,138.548,-34.8679
5013,138.5496,-34.8391
5014,138.5167,-34.8667
5015,138.4667,-34.85
5016,138.491,-34.8336
5017,138.498,-34.798
5018,138.4874,-34.7766
5019,138.4823,-34.8393
5020,138.4897,-34.8601
5021,138.4946,-34.873
5022,138.4955,-34.9259
5023,138.5167,-34.9
5024,138.5093,-34.946
5025,138.5432,-34.9103
5031,138.5648,-34.9441
5032,138.528,-34.9259
5033,138.5596,-34.9476
5034,138.5833,-34.95
5035,138.5767,-34.9603
5037,138.567,-34.9514
5038,138.5396,-34.9686
5039,138.5754,-34.9833
5040,138.5383,-34.9733
5041,138.5867,-34.972
5042,138.5798,-35.0042
5043,138.544,-34.9871
5044,138.5215,-34.9971
5045,138.5167,-34.9833
5046,138.5384,-35.0141
5047,138.5458,-35.0326
5048,138.528,-35.0277
5049,138.5313,-35.0298
5050,138.5957,-35.0211
5051,138.6143,-35.0214
5052,138.6208,-34.9977
5061,138.6125,-34.9592
5062,138.6077,-34.9671
5063,138.613,-34.9451
5064,138.6566,-34.9629
5065,138.6529,-34.9473
5066,138.6767,-34.9342
5067,138.6452,-34.9177
5068,138.6615,-34.9258
5069,138.6292,-34.9123
5070,138.6406,-34.8972
5071,138.6201,-34.9216
5072,138.675,-34.9091
5073,138.6621,-34.9055
5074,138.6825,-34.8821
5075,138.669,-34.8736
5076,138.6999,-34.8702
5081,138.6126,-34.9005
5082,138.5914,-34.8968
5083,138.615,-34.8759
5084,138.59,-34.8595
5085,138.6291,-34.8578
5086,138.6433,-34.8528
5087,138.647,-34.8654
5088,138.6723,-34.8516
5089,138.6975,-34.8529
5090,138.7,-34.8333
5091,138.7353,-34.8216
5092,138.6833,-34.8333
5093,138.6607,-34.8399
5094,138.5956,-34.8415
5095,138.6264,-34.8247
5096,138.6428,-34.8047
5097,138.7069,-34.8116
5098,138.6333,-34.8333
5106,138.6374,-34.789
5107,138.6108,-34.7825
5108,138.6333,-34.7667
5109,138.6417,-34.7874
5110,138.6015,-34.7216
5111,138.6375,-34.7462
5112,138.6682,-34.7486
5113,138.6913,-34.6998
5114,138.7667,-34.7
5115,138.7015,-34.6679
5116,138.7337,-34.6166
5117,138.6461,-34.641
5118,138.7137,-34.5862
5120,138.5603,-34.6663
5121,138.6333,-34.7
5125,138.7333,-34.7833
5126,138.7286,-34.8
5127,138.6871,-34.7994
5131,138.7615,-34.8287
5132,138.78,-34.8488
5133,138.7739,-34.824
5134,138.7491,-34.888
5136,138.7249,-34.9229
5137,138.7371,-34.9395
5138,138.765,-34.9398
5139,138.807,-34.928
5140,138.6917,-34.9499
5141,138.7313,-34.9595
5142,138.7444,-34.956
5144,138.7618,-34.9647
5150,138.6734,-34.9741
5151,138.7302,-34.9778
5152,138.7364,-35.0152
5153,138.7167,-35.05
5154,138.7333,-35.0167
5155,138.7637,-35.0037
5156,138.6833,-35.0167
5157,138.6764,-35.0873
5158,138.5274,-35.0793
5159,138.5333,-35.0833
5160,138.4929,-35.1068
5161,138.5308,-35.0937
5162,138.5167,-35.1333
5163,138.5142,-35.1545
5164,138.4963,-35.13
5165,138.4723,-35.1388
5166,138.4734,-35.1188
5167,138.471,-35.148
5168,138.5014,-35.1821
5169,138.4909,-35.1988
5170,138.4798,-35.2259
5171,138.5633,-35.2178
5172,138.6167,-35.2833
5173,138.4523,-35.2779
5174,138.4742,-35.3296
5201,138.6861,-35.2266
5202,138.45,-35.4
5203,138.4167,-35.5167
5204,138.317,-35.4477
5210,138.6203,-35.3469
5211,138.5679,-35.516
5212,138.6792,-35.5302
5213,138.7038,-35.5105
5214,138.8676,-35.5101
5220,137.2571,-35.7853
5221,137.7783,-35.7725
5222,137.7804,-35.7717
5223,137.595,-35.5808
5231,138.8335,-34.8225
5232,138.8284,-34.8409
5233,138.8847,-34.8239
5234,138.9648,-34.8183
5235,139.0596,-34.7247
5236,139.0667,-34.8167
5237,139.2219,-34.7554
5238,139.6167,-34.9
5240,138.8326,-34.9182
5241,138.8748,-34.9045
5242,138.8257,-34.9909
5243,138.8453,-34.9834
5244,138.8917,-34.9734
5245,138.8089,-35.049
5246,138.8661,-34.9614
5250,138.85,-35.05
5251,138.8683,-35.0253
5252,138.9115,-35.0345
5253,139.2221,-35.23
5254,139.2735,-35.1199
5255,138.95,-35.2167
5256,138.9207,-35.4905
5259,139.4555,-35.2523
5260,139.4555,-35.2523
5261,139.7578,-35.5084
5262,140.9375,-36.7951
5263,140.8344,-37.2906
5264,139.4684,-35.8184
5265,139.6652,-35.8224
5266,140.0565,-35.8871
5267,140.2192,-35.962
5268,140.6703,-36.1788
5269,133.7971,-32.1717
5270,140.5818,-36.3444
5271,140.7218,-37.1392
5272,140.3701,-36.9727
5273,140.2333,-36.9667
5275,139.85,-36.8333
5276,139.8523,-37.3256
5277,140.8494,-37.4131
5278,140.6992,-37.5648
5279,140.4555,-37.542
5280,140.0107,-37.4802
5290,140.7792,-37.8318
5291,140.5833,-37.6667
5301,139.6455,-35.2899
5302,140.5167,-35.329
5303,140.6667,-35.3
5304,140.912,-35.2616
5306,139.7333,-35.1333
5307,139.8934,-35.0945
5308,139.9646,-34.6994
5309,140.2167,-34.8167
5310,140.2833,-34.6667
5311,140.8801,-34.5444
5312,140.5167,-34.6667
5320,137.5247,-33.0249
5321,139.7639,-34.0388
5322,139.9,-34.1417
5330,140.0839,-34.1621
5331,140.3517,-34.325
5332,140.3566,-34.2663
5333,140.4932,-34.4353
5340,140.8435,-34.2156
5341,140.6737,-34.1006
5342,140.5613,-34.2384
5343,140.6482,-34.2579
5344,140.541,-34.2769
5345,140.4474,-34.2695
5346,140.4043,-34.2438
5350,138.8205,-34.5848
5351,138.8365,-34.6248
5352,139.0054,-34.5145
5353,139.0462,-34.5013
5354,139.7823,-34.6635
5355,139.0229,-34.4716
5356,139.3489,-34.3914
5357,139.7875,-34.4159
5360,138.9272,-34.457
5371,138.7502,-34.534
5372,138.8087,-34.4541
5373,138.8749,-34.3853
5374,139.05,-34.15
5381,138.9816,-33.9739
5400,138.6856,-34.4699
5401,138.6304,-34.2668
5410,138.7679,-34.3603
5411,138.7713,-34.2716
5412,138.7241,-34.1442
5413,138.8667,-34.15
5414,138.8167,-34.0
5415,138.7167,-33.9167
5416,138.7927,-33.8295
5417,139.1,-33.5667
5418,139.0184,-33.4047
5419,138.8833,-33.4
5420,138.7625,-33.1826
5421,139.0737,-33.1352
5422,138.9667,-32.95
5431,138.6139,-32.7344
5432,138.5417,-32.3042
5433,138.0418,-32.3468
5434,138.42,-31.8892
5440,139.4333,-32.3
5451,138.6852,-34.0269
5452,138.6248,-33.9942
5453,138.5748,-33.825
5454,138.6075,-33.4979
5455,138.6125,-33.8458
5460,138.45,-34.3
5461,138.3993,-34.0851
5462,138.4893,-33.8486
5464,138.4167,-33.7
5470,138.4805,-33.5514
5471,138.443,-33.4672
5472,138.4,-33.3667
5473,138.3566,-33.2669
5480,138.3595,-33.1176
5481,138.2692,-33.0338
5482,138.4833,-32.8333
5483,138.1863,-32.8253
5485,138.0981,-32.6499
5490,138.4833,-33.1833
5491,138.5217,-33.0681
5493,137.55,-34.9167
5495,138.0333,-32.85
5501,138.2667,-34.4333
5502,138.5099,-34.4374
5510,138.1667,-33.9333
5520,138.2333,-33.9167
5521,138.2333,-33.5333
5522,137.9429,-33.5594
5523,137.9731,-33.3927
5540,138.0451,-33.189
5550,138.2378,-34.2799
5552,137.9,-34.0333
5554,137.6638,-33.9199
5555,137.7,-33.7833
5556,137.6329,-33.9029
5558,137.5667,-34.05
5560,138.0066,-33.8656
5570,137.8728,-34.2763
5571,137.9191,-34.4222
5572,137.75,-34.2667
5573,137.1512,-35.1494
5575,137.458,-34.8888
5576,137.65,-35.1167
5577,136.8917,-35.275
5580,137.8667,-34.6667
5581,137.8608,-34.778
5582,137.799,-34.9111
5583,137.7311,-35.044
5600,137.5648,-33.0327
5601,137.1686,-32.9951
5602,136.8333,-33.5833
5603,136.4,-33.925
5604,136.3483,-34.1188
5605,136.1,-34.1167
5606,135.8744,-34.7263
5607,135.85,-34.4167
5608,137.5392,-33.029
5609,137.5127,-33.0221
5630,135.7063,-34.4118
5631,135.7273,-34.2601
5632,135.7293,-34.0328
5633,135.7667,-33.5667
5640,136.2551,-33.3131
5641,136.5167,-33.0833
5642,136.2667,-33.6833
5650,135.8833,-33.1667
5651,135.5667,-33.1333
5652,135.4402,-33.0334
5653,135.2737,-32.9462
5654,135.1,-33.1167
5655,134.85,-32.7167
5660,134.7167,-32.5833
5661,134.5167,-32.4
5670,134.9778,-33.5096
5671,134.4531,-33.0279
5680,134.2,-32.2167
5690,133.4841,-32.077
5700,137.8122,-32.5369
5701,134.5707,-30.7101
5710,135.3105,-30.9107
5720,136.8048,-31.2521
5722,137.1656,-30.4481
5723,134.755,-29.0141
5724,133.2966,-27.3103
5725,136.8668,-30.4468
5730,138.6896,-31.1174
5731,138.4003,-30.5931
5732,138.4213,-30.5599
5733,138.2847,-30.0665
5734,135.4491,-27.5514
5800,138.5986,-34.9287
5810,138.5986,-34.9287
5839,138.5986,-34.9287
5860,138.5986,-34.9287
5861,138.5986,-34.9287
5862,138.5986,-34.9287
5863,138.5986,-34.9287
5864,138.5986,-34.9287
5865,138.5986,-34.9287
5866,138.5986,-34.9287
5867,138.5986,-34.9287
5868,138.5986,-34.9287
5869,138.5986,-34.9287
5870,138.5986,-34.9287
5871,138.5986,-34.9287
5872,138.5986,-34.9287
5873,138.5986,-34.9287
5874,138.5986,-34.9287
5875,138.5986,-34.9287
5876,138.5986,-34.9287
5877,138.5986,-34.9287
5878,138.5986,-34.9287
5879,138.5986,-34.9287
5880,138.5986,-34.9287
5881,138.5986,-34.9287
5882,138.5986,-34.9287
5883,138.5986,-34.9287
5884,138.5986,-34.9287
5885,138.5986,-34.9287
5886,138.5986,-34.9287
5887,138.5986,-34.9287
5888,138.5986,-34.9287
5889,138.5986,-34.9287
5890,138.5986,-34.9287
5891,138.5986,-34.9287
5892,138.5986,-34.9287
5893,138.5986,-34.9287
5894,138.5986,-34.9287
5895,138.5986,-34.9287
5896,138.5986,-34.9287
5897,138.5986,-34.9287
5898,138.5986,-34.9287
5899,138.5986,-34.9287
5900,138.5855,-34.8956
5901,138.5855,-34.8956
5902,138.5855,-34.8956
5903,138.5855,-34.8956
5904,138.5855,-34.8956
5920,138.5986,-34.9287
5942,138.5724,-34.8626
5950,138.5302,-34.9461
5960,138.5855,-34.8956
7000,147.3016,-42.8716
7001,147.3294,-42.8794
7002,147.316,-42.8741
7004,147.3092,-42.8946
7005,147.3244,-42.8945
7006,147.3244,-42.8945
7007,147.3071,-42.914
7008,147.3087,-42.8576
7009,147.2818,-42.85
7010,147.2526,-42.821
7011,147.25,-42.8167
7012,147.1961,-42.8417
7015,147.3463,-42.8296
7016,147.3565,-42.8124
7017,147.2802,-42.7261
7018,147.357,-42.8707
7019,147.4559,-42.9018
7020,147.5,-42.9333
7021,147.4875,-42.9136
7022,147.4149,-43.0247
7023,147.4038,-42.9954
7024,147.5315,-42.9578
7025,147.4383,-42.7355
7026,147.4232,-42.6648
7027,147.3667,-42.5333
7030,146.8924,-42.1104
7050,147.3194,-42.9802
7051,147.3035,-42.9764
7052,147.3169,-43.0031
7053,147.3319,-42.968
7054,147.2756,-43.0767
7055,147.2957,-43.0016
7109,146.9986,-43.1673
7112,147.1447,-43.1585
7113,147.0091,-43.0888
7116,146.9763,-43.1323
7117,147.0149,-43.3142
7119,147.3833,-42.4
7120,147.4726,-42.3482
7139,146.0521,-42.7665
7140,146.9131,-42.7119
7150,147.2014,-43.0151
7151,146.9167,-42.7167
7155,147.2464,-43.1262
7162,147.242,-43.1755
7163,147.2198,-43.2336
7170,147.5053,-42.8586
7171,147.5228,-42.7776
7172,147.5333,-42.7333
7173,147.6333,-42.8
7174,147.8,-42.8167
7175,147.8342,-42.8133
7176,147.8153,-42.7785
7177,147.8108,-42.8865
7178,147.8705,-42.9473
7179,147.9222,-43.0179
7180,147.863,-43.0629
7182,147.8437,-43.1458
7183,147.8,-43.1333
7184,147.7212,-43.1249
7185,147.7708,-43.0546
7186,147.7183,-43.0234
7187,147.85,-43.05
7190,148.0743,-42.1228
7209,147.4927,-42.0308
7210,147.4939,-41.9256
7211,147.4,-41.8
7212,147.2527,-41.5686
7213,147.8968,-41.8307
7214,147.8854,-41.6081
7215,148.2762,-41.7438
7216,148.1443,-41.2651
7248,147.1313,-41.3971
7249,147.1707,-41.4833
7250,147.1808,-41.4592
7252,147.01,-41.1315
7253,146.8261,-41.1056
7254,147.3094,-41.167
7255,148.0673,-40.1522
7256,144.1194,-39.9208
7257,148.027,-40.3734
7258,147.2021,-41.5058
7259,147.303,-41.3403
7260,147.5595,-41.1215
7261,147.7431,-41.1662
7262,147.6967,-40.9607
7263,147.69,-41.3106
7264,148.0094,-40.9593
7265,147.8238,-41.0975
7267,147.1534,-41.2443
7268,147.2136,-41.288
7270,146.9,-41.2
7275,146.969,-41.3021
7276,146.9752,-41.2863
7277,147.0052,-41.3515
7290,147.0736,-41.5006
7291,147.0103,-41.5324
7292,146.9111,-41.4667
7300,147.171,-41.5723
7301,146.8979,-41.7366
7302,147.0779,-41.6856
7303,146.8687,-41.5318
7304,146.4819,-41.4881
7305,146.4236,-41.3457
7306,146.1829,-41.4594
7307,146.4915,-41.2983
7310,146.2766,-41.2531
7315,146.1824,-41.1603
7316,145.9994,-41.1532
7320,145.8516,-41.0499
7321,145.938,-41.12
7322,145.8305,-41.0406
7325,145.6318,-41.1737
7330,145.0834,-41.0332
7331,145.2955,-40.7606
7466,145.5968,-42.0749
7467,145.5565,-42.0805
7468,145.3273,-42.1519
7469,145.3764,-41.8417
7470,145.5383,-41.7794
7800,147.3294,-42.8794
7802,147.3294,-42.8794
7803,147.3294,-42.8794
7804,147.3294,-42.8794
7805,147.3294,-42.8794
7806,147.3294,-42.8794
7807,147.3294,-42.8794
7808,147.3294,-42.8794
7809,147.3294,-42.8794
